"MACRORREGIÃO ","UNIDADES EXECUTANTES","COMPLEXIDADE","TIPO DE ATENDIMENTO","TIPO DE LEITO","ESPECIALIDADES","FLUXO REGULATÓRIO","PARTICULARIDADES DA SOLICITAÇÃO POR UNIDADE EXECUTANTE","COBERTURA SAD - MUNICÍPIO REFERÊNCIA X UN. EXECUTANTE","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROCIRURGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO: TCE, AVCH, HEMATOMA SUBARACNOIDE, HEMATOMA SUBDURAL, NEUROCIRURGIA DESCOMPRESSIVA. NÃO TEM SERVIÇO DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HUGO: AVALIAÇÃO DA VASCULAR PARA DEFINIÇÃO DE CONDUTA, UNIDADE NÃO DISPÕE DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HUGO: FAB E FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA TORÁCICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ORTOPEDIA E TRAUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO:  TODAS AS FRATURAS E LESÕES, POLITRAUMA, INCLUINDO EXPOSTA. REFERÊNCIA EM COLUNA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROCIRURGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO: TCE, AVCH, HEMATOMA SUBARACNOIDE, HEMATOMA SUBDURAL, NEUROCIRURGIA DESCOMPRESSIVA. NÃO TEM SERVIÇO DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HUGO: AVALIAÇÃO DA VASCULAR PARA DEFINIÇÃO DE CONDUTA, UNIDADE NÃO DISPÕE DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HUGO: FAB E FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA.","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA TORÁCICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","ORTOPEDIA E TRAUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO:  TODAS AS FRATURAS E LESÕES, POLITRAUMA, INCLUINDO EXPOSTA. REFERÊNCIA EM COLUNA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROCIRURGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO: TCE, AVCH, HEMATOMA SUBARACNOIDE, HEMATOMA SUBDURAL, NEUROCIRURGIA DESCOMPRESSIVA. NÃO TEM SERVIÇO DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HUGO: AVALIAÇÃO DA VASCULAR PARA DEFINIÇÃO DE CONDUTA, UNIDADE NÃO DISPÕE DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROCIRURGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO: TCE, AVCH, HEMATOMA SUBARACNOIDE, HEMATOMA SUBDURAL, NEUROCIRURGIA DESCOMPRESSIVA. NÃO TEM SERVIÇO DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HUGO: AVALIAÇÃO DA VASCULAR PARA DEFINIÇÃO DE CONDUTA, UNIDADE NÃO DISPÕE DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HUGO: FAB E FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA TORÁCICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO:  TODAS AS FRATURAS E LESÕES, POLITRAUMA, INCLUINDO EXPOSTA. REFERÊNCIA EM COLUNA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROCIRURGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO: TCE, AVCH, HEMATOMA SUBARACNOIDE, HEMATOMA SUBDURAL, NEUROCIRURGIA DESCOMPRESSIVA. NÃO TEM SERVIÇO DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HUGO: AVALIAÇÃO DA VASCULAR PARA DEFINIÇÃO DE CONDUTA, UNIDADE NÃO DISPÕE DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HUGO: FAB E FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA TORÁCICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO:  TODAS AS FRATURAS E LESÕES, POLITRAUMA, INCLUINDO EXPOSTA. REFERÊNCIA EM COLUNA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROCIRURGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO: TCE, AVCH, HEMATOMA SUBARACNOIDE, HEMATOMA SUBDURAL, NEUROCIRURGIA DESCOMPRESSIVA. NÃO TEM SERVIÇO DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HUGO: AVALIAÇÃO DA VASCULAR PARA DEFINIÇÃO DE CONDUTA, UNIDADE NÃO DISPÕE DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HUGO: FAB E FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA TORÁCICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO:  TODAS AS FRATURAS E LESÕES, POLITRAUMA, INCLUINDO EXPOSTA. REFERÊNCIA EM COLUNA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROCIRURGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO: TCE, AVCH, HEMATOMA SUBARACNOIDE, HEMATOMA SUBDURAL, NEUROCIRURGIA DESCOMPRESSIVA. NÃO TEM SERVIÇO DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HUGO: AVALIAÇÃO DA VASCULAR PARA DEFINIÇÃO DE CONDUTA, UNIDADE NÃO DISPÕE DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HUGO: FAB E FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA TORÁCICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO:  TODAS AS FRATURAS E LESÕES, POLITRAUMA, INCLUINDO EXPOSTA. REFERÊNCIA EM COLUNA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROCIRURGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO: TCE, AVCH, HEMATOMA SUBARACNOIDE, HEMATOMA SUBDURAL, NEUROCIRURGIA DESCOMPRESSIVA. NÃO TEM SERVIÇO DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HUGO: AVALIAÇÃO DA VASCULAR PARA DEFINIÇÃO DE CONDUTA, UNIDADE NÃO DISPÕE DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HUGO: FAB E FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA.","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA TORÁCICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO:  TODAS AS FRATURAS E LESÕES, POLITRAUMA, INCLUINDO EXPOSTA. REFERÊNCIA EM COLUNA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROCIRURGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO: TCE, AVCH, HEMATOMA SUBARACNOIDE, HEMATOMA SUBDURAL, NEUROCIRURGIA DESCOMPRESSIVA. NÃO TEM SERVIÇO DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HUGO: AVALIAÇÃO DA VASCULAR PARA DEFINIÇÃO DE CONDUTA, UNIDADE NÃO DISPÕE DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROCIRURGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO: TCE, AVCH, HEMATOMA SUBARACNOIDE, HEMATOMA SUBDURAL, NEUROCIRURGIA DESCOMPRESSIVA. NÃO TEM SERVIÇO DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HUGO: AVALIAÇÃO DA VASCULAR PARA DEFINIÇÃO DE CONDUTA, UNIDADE NÃO DISPÕE DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA GERAL","ACEITE DA UNIDADE EXECUTANTE","HUGO: FAB E FAF, ABDOME AGUDO, HDA COM E SEM REPERCUSSÃO HEMODINÂMICA.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA TORÁCICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","ORTOPEDIA E TRAUMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO:  TODAS AS FRATURAS E LESÕES, POLITRAUMA, INCLUINDO EXPOSTA. REFERÊNCIA EM COLUNA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROCIRURGIA","ACEITE DA UNIDADE EXECUTANTE","HUGO: TCE, AVCH, HEMATOMA SUBARACNOIDE, HEMATOMA SUBDURAL, NEUROCIRURGIA DESCOMPRESSIVA. NÃO TEM SERVIÇO DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA VASCULAR/ANGIO","ACEITE DA UNIDADE EXECUTANTE","HUGO: AVALIAÇÃO DA VASCULAR PARA DEFINIÇÃO DE CONDUTA, UNIDADE NÃO DISPÕE DE HEMODINÂMICA","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","NEUROLOGIA","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HUGO - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CIRURGIA BUCOMAXILOFACIAL","ACEITE DA UNIDADE EXECUTANTE","","","","","","","","","","","","","","","","","","","","","",""
