"MACRORREGIÃO ","UNIDADES EXECUTANTES","COMPLEXIDADE","TIPO DE ATENDIMENTO","TIPO DE LEITO","ESPECIALIDADES","FLUXO REGULATÓRIO","PARTICULARIDADES DA SOLICITAÇÃO POR UNIDADE EXECUTANTE","COBERTURA SAD - MUNICÍPIO REFERÊNCIA X UN. EXECUTANTE","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","DERMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","HDT - NÃO É AUTORIZADO ENCAMINHAMENTO DE URGENCIA, APENAS DIRECIONAR O PROTOCOLO E AGUARDAR ACEITE DE ACORDO COM A DISPONIBILIDADE DA UNIDADE. 

PERFIL: TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA PEDIATRICA","PEDIATRIA","ACEITE DA UNIDADE EXECUTANTE","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE ","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","INFECTOLOGIA","ACEITE DA UNIDADE EXECUTANTE ","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","DERMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE","HDT - NÃO É AUTORIZADO ENCAMINHAMENTO DE URGENCIA, APENAS DIRECIONAR O PROTOCOLO E AGUARDAR ACEITE DE ACORDO COM A DISPONIBILIDADE DA UNIDADE. 

PERFIL: TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA PEDIATRICA","PEDIATRIA","ACEITE DA UNIDADE EXECUTANTE","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HDT - PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DA CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","INFECTOLOGIA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HDT - PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","INFECTOLOGIA","ACEITE DA UNIDADE EXECUTANTE ","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","DERMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE ","HDT - NÃO É AUTORIZADO ENCAMINHAMENTO DE URGENCIA, APENAS DIRECIONAR O PROTOCOLO E AGUARDAR ACEITE DE ACORDO COM A DISPONIBILIDADE DA UNIDADE. 

PERFIL: TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","INFECTOLOGIA","ACEITE DA UNIDADE EXECUTANTE ","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO NORTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","DERMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE ","HDT - NÃO É AUTORIZADO ENCAMINHAMENTO DE URGENCIA, APENAS DIRECIONAR O PROTOCOLO E AGUARDAR ACEITE DE ACORDO COM A DISPONIBILIDADE DA UNIDADE. 

PERFIL: TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","INFECTOLOGIA","ACEITE DA UNIDADE EXECUTANTE ","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","DERMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE ","HDT - NÃO É AUTORIZADO ENCAMINHAMENTO DE URGENCIA, APENAS DIRECIONAR O PROTOCOLO E AGUARDAR ACEITE DE ACORDO COM A DISPONIBILIDADE DA UNIDADE. 

PERFIL: TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","INFECTOLOGIA","ACEITE DA UNIDADE EXECUTANTE ","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO SUDOESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","DERMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE ","HDT - NÃO É AUTORIZADO ENCAMINHAMENTO DE URGENCIA, APENAS DIRECIONAR O PROTOCOLO E AGUARDAR ACEITE DE ACORDO COM A DISPONIBILIDADE DA UNIDADE. 

PERFIL: TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","CLÍNICA MÉDICA","ACEITE DA UNIDADE EXECUTANTE","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","INFECTOLOGIA","ACEITE DA UNIDADE EXECUTANTE ","HDT - TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"NORDESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","DERMATOLOGIA","ACEITE DA UNIDADE EXECUTANTE ","HDT - NÃO É AUTORIZADO ENCAMINHAMENTO DE URGENCIA, APENAS DIRECIONAR O PROTOCOLO E AGUARDAR ACEITE DE ACORDO COM A DISPONIBILIDADE DA UNIDADE. 

PERFIL: TRATAMENTO CLÍNICO E/OU DOENÇAS INFECTOCONTAGIOSAS/DERMATOLÓGICAS. TUBERCULOSE, MENINGITE, HEPATITE, AIDS, TÉTANO, ACIDENTES OFÍDICOS, BIOLOGICO E  RÁBICO, HANSENÍASE, PÊNFIGO, VITILIGO, ARBOVIROSE, SRAG, EXPOSIÇÃO VERTICAL AO HIV, FEBRE TIFOIDE, BROQUIOLITE, COQUELUCHE, DIFTERIA, ESQUITOSSOMOSE, DOENÇAS EXANTEMATICAS FEBRIS, LEISHIMANIOSE, MENINGOENCEFALITE INFECCIOSA, MICOSES SISTEMICAS, PNEUMONIA COMPLICADA, RAIVA HUMANA, HIV, SINDROME ICTEROHEMORRAGICAS, TOXOPLASMOSE, INFECÇÕES DE PELES E PARTES MOLES, VARICELA COM COMPLICAÇÃO. ","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA ADULTO","DERMATOLOGIA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HDT - PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","ENFERMARIA PEDIATRICA","PEDIATRIA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HDT - PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
"CENTRO OESTE","HDT - GOIÂNIA","MÉDIA E ALTA COMPLEXIDADE","URGÊNCIA E EMERGÊNCIA ","UTI ADULTO","CLÍNICA MÉDICA","INTERNAÇÃO PRÓPRIA (COTA DIRETA)","HDT - PACIENTES ATENDIDOS PELA URGÊNCIA/EMERGÊNCIA E EGRESSOS DE CIRURGIA ELETIVA OU AMBULATÓRIO.","","","","","","","","","","","","","","","","","","","","",""
